function name,modifiers,type params,type params number,type params have bound,params number,has block body,has initializer,body length,is top level,is inside class,is inside function,is functional expression,line number,file path
reverse byte order,public actual,,0,false,0,false,true,3,true,false,false,false,9,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/ByteOrderNative.kt
reverse byte order,public actual,,0,false,0,false,true,3,true,false,false,false,14,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/ByteOrderNative.kt
reverse byte order,public actual,,0,false,0,false,true,3,true,false,false,false,19,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/ByteOrderNative.kt
reverse byte order,public actual,,0,false,0,false,true,3,true,false,false,false,24,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/ByteOrderNative.kt
use memory,public actual inline,<R>,1,false,3,true,false,19,true,false,false,false,8,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/MemoryFactoryNative.kt
of,public inline,,0,false,2,true,false,10,true,false,false,false,29,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/MemoryFactoryNative.kt
of,public inline,,0,false,2,true,false,6,true,false,false,false,41,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/MemoryFactoryNative.kt
of,public inline,,0,false,2,true,false,6,true,false,false,false,49,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/MemoryFactoryNative.kt
alloc memory,public,,0,false,1,true,false,10,true,false,false,false,57,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/MemoryFactoryNative.kt
alloc memory,public,,0,false,1,true,false,10,true,false,false,false,69,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/MemoryFactoryNative.kt
free,public,,0,false,1,true,false,7,true,false,false,false,81,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/MemoryFactoryNative.kt
load short array,public actual,,0,false,4,true,false,12,true,false,false,false,11,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/PrimitiveArraysNative.kt
load short array,public actual,,0,false,4,true,false,39,true,false,false,false,25,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/PrimitiveArraysNative.kt
load int array,public actual,,0,false,4,true,false,12,true,false,false,false,66,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/PrimitiveArraysNative.kt
load int array,public actual,,0,false,4,true,false,39,true,false,false,false,80,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/PrimitiveArraysNative.kt
load long array,public actual,,0,false,4,true,false,12,true,false,false,false,121,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/PrimitiveArraysNative.kt
load long array,public actual,,0,false,4,true,false,39,true,false,false,false,135,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/PrimitiveArraysNative.kt
load float array,public actual,,0,false,4,true,false,12,true,false,false,false,176,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/PrimitiveArraysNative.kt
load float array,public actual,,0,false,4,true,false,39,true,false,false,false,190,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/PrimitiveArraysNative.kt
load double array,public actual,,0,false,4,true,false,12,true,false,false,false,231,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/PrimitiveArraysNative.kt
load double array,public actual,,0,false,4,true,false,39,true,false,false,false,245,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/PrimitiveArraysNative.kt
store short array,public actual,,0,false,4,true,false,12,true,false,false,false,286,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/PrimitiveArraysNative.kt
store short array,public actual,,0,false,4,true,false,29,true,false,false,false,300,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/PrimitiveArraysNative.kt
store int array,public actual,,0,false,4,true,false,12,true,false,false,false,331,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/PrimitiveArraysNative.kt
store int array,public actual,,0,false,4,true,false,29,true,false,false,false,345,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/PrimitiveArraysNative.kt
store long array,public actual,,0,false,4,true,false,12,true,false,false,false,376,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/PrimitiveArraysNative.kt
store long array,public actual,,0,false,4,true,false,29,true,false,false,false,390,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/PrimitiveArraysNative.kt
store float array,public actual,,0,false,4,true,false,12,true,false,false,false,421,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/PrimitiveArraysNative.kt
store float array,public actual,,0,false,4,true,false,29,true,false,false,false,435,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/PrimitiveArraysNative.kt
store double array,public actual,,0,false,4,true,false,12,true,false,false,false,466,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/PrimitiveArraysNative.kt
store double array,public actual,,0,false,4,true,false,29,true,false,false,false,480,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/PrimitiveArraysNative.kt
is aligned short,internal inline,,0,false,1,false,true,0,true,false,false,false,535,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/PrimitiveArraysNative.kt
is aligned int,internal inline,,0,false,1,false,true,0,true,false,false,false,536,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/PrimitiveArraysNative.kt
is aligned long,internal inline,,0,false,1,false,true,0,true,false,false,false,537,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/PrimitiveArraysNative.kt
load short at,public actual inline,,0,false,1,true,false,6,true,false,false,false,7,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/MemoryPrimitivesNative.kt
load short at,public actual inline,,0,false,1,true,false,6,true,false,false,false,15,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/MemoryPrimitivesNative.kt
load int at,public actual inline,,0,false,1,true,false,6,true,false,false,false,23,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/MemoryPrimitivesNative.kt
load int at,public actual inline,,0,false,1,true,false,6,true,false,false,false,31,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/MemoryPrimitivesNative.kt
load long at,public actual inline,,0,false,1,true,false,6,true,false,false,false,39,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/MemoryPrimitivesNative.kt
load long at,public actual inline,,0,false,1,true,false,6,true,false,false,false,47,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/MemoryPrimitivesNative.kt
load float at,public actual inline,,0,false,1,true,false,6,true,false,false,false,55,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/MemoryPrimitivesNative.kt
load float at,public actual inline,,0,false,1,true,false,6,true,false,false,false,63,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/MemoryPrimitivesNative.kt
load double at,public actual inline,,0,false,1,true,false,6,true,false,false,false,71,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/MemoryPrimitivesNative.kt
load double at,public actual inline,,0,false,1,true,false,6,true,false,false,false,79,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/MemoryPrimitivesNative.kt
store int at,public actual inline,,0,false,2,true,false,12,true,false,false,false,87,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/MemoryPrimitivesNative.kt
store int at,public actual inline,,0,false,2,true,false,12,true,false,false,false,101,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/MemoryPrimitivesNative.kt
store short at,public actual inline,,0,false,2,true,false,12,true,false,false,false,115,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/MemoryPrimitivesNative.kt
store short at,public actual inline,,0,false,2,true,false,12,true,false,false,false,129,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/MemoryPrimitivesNative.kt
store long at,public actual inline,,0,false,2,true,false,12,true,false,false,false,143,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/MemoryPrimitivesNative.kt
store long at,public actual inline,,0,false,2,true,false,12,true,false,false,false,157,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/MemoryPrimitivesNative.kt
store float at,public actual inline,,0,false,2,true,false,12,true,false,false,false,171,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/MemoryPrimitivesNative.kt
store float at,public actual inline,,0,false,2,true,false,12,true,false,false,false,185,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/MemoryPrimitivesNative.kt
store double at,public actual inline,,0,false,2,true,false,12,true,false,false,false,199,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/MemoryPrimitivesNative.kt
store double at,public actual inline,,0,false,2,true,false,12,true,false,false,false,213,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/bits/MemoryPrimitivesNative.kt
discard until delimiter impl,internal actual,,0,false,1,true,false,13,true,false,false,false,5,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/core/ScannerNative.kt
discard until delimiters impl,internal actual,,0,false,2,true,false,14,true,false,false,false,20,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/core/ScannerNative.kt
read until delimiter impl,internal actual,,0,false,4,true,false,11,true,false,false,false,36,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/core/ScannerNative.kt
read until delimiters impl,internal actual,,0,false,5,true,false,13,true,false,false,false,49,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/core/ScannerNative.kt
read until delimiter impl,internal actual,,0,false,2,true,false,2,true,false,false,false,64,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/core/ScannerNative.kt
read until delimiters impl,internal actual,,0,false,3,true,false,4,true,false,false,false,68,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/core/ScannerNative.kt
read until impl,private inline,,0,false,4,true,false,28,true,false,false,false,74,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/core/ScannerNative.kt
read until impl,private inline,,0,false,2,true,false,30,true,false,false,false,104,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/core/ScannerNative.kt
get chars internal,internal actual,,0,false,2,true,false,8,true,false,false,false,24,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/core/StringsNative.kt
read fully,public,,0,false,3,true,false,2,true,false,false,false,417,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/core/IoBufferNative.kt
read fully,public,,0,false,3,true,false,6,true,false,false,false,421,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/core/IoBufferNative.kt
read available,public,,0,false,3,true,false,2,true,false,false,false,429,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/core/IoBufferNative.kt
read available,public,,0,false,3,true,false,6,true,false,false,false,433,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/core/IoBufferNative.kt
write fully,public,,0,false,3,true,false,7,true,false,false,false,441,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/core/IoBufferNative.kt
write fully,public,,0,false,3,true,false,7,true,false,false,false,450,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/core/IoBufferNative.kt
read direct,public inline,,0,false,1,true,false,8,true,false,false,false,459,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/core/IoBufferNative.kt
write direct,public inline,,0,false,1,true,false,8,true,false,false,false,469,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/core/IoBufferNative.kt
add suppressed internal,internal actual,,0,false,1,true,false,2,true,false,false,false,6,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/core/CloseableNative.kt
read available,public,,0,false,2,false,true,5,true,false,false,false,5,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/core/BytePacketsNative.kt
read available,public,,0,false,2,false,true,5,true,false,false,false,12,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/core/BytePacketsNative.kt
read fully,public,,0,false,2,true,false,10,true,false,false,false,19,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/core/BytePacketsNative.kt
read fully,public,,0,false,2,true,false,8,true,false,false,false,31,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/core/BytePacketsNative.kt
read as much as possible,private tailrec,,0,false,3,true,false,20,true,false,false,false,41,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/core/BytePacketsNative.kt
write fully,public,,0,false,2,true,false,20,true,false,false,false,63,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/core/BytePacketsNative.kt
read fully,public,,0,false,3,true,false,5,true,false,false,false,4,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/core/InputArraysNative.kt
read fully,public,,0,false,3,true,false,5,true,false,false,false,11,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/core/InputArraysNative.kt
read available,public,,0,false,3,true,false,12,true,false,false,false,18,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/core/InputArraysNative.kt
read available,public,,0,false,3,true,false,12,true,false,false,false,32,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/core/InputArraysNative.kt
write fully,public,,0,false,3,true,false,2,true,false,false,false,6,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/core/OutputArraysNative.kt
write fully,public,,0,false,3,true,false,14,true,false,false,false,10,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/core/OutputArraysNative.kt
wrap io,internal,,0,false,0,false,true,1,true,false,false,false,140,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/errors/PosixErrors.kt
strerror,private tailrec,,0,false,2,true,false,10,true,false,false,false,143,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/errors/PosixErrors.kt
use,public inline,<R>,1,false,1,true,false,7,true,false,false,false,10,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/streams/PosixIo.kt
address of element,private inline,<P : CVariable>,1,true,1,false,true,2,true,false,false,false,46,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/charsets/CharsetNative.kt
address of,private,,0,false,1,false,true,0,true,false,false,false,50,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/charsets/CharsetNative.kt
encode to byte array,public actual,,0,false,3,false,true,1,true,false,false,false,66,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/charsets/CharsetNative.kt
encode impl,internal actual,,0,false,4,true,false,39,true,false,false,false,69,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/charsets/CharsetNative.kt
encode utf,public actual,,0,false,2,true,false,63,true,false,false,false,110,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/charsets/CharsetNative.kt
encode complete,internal actual,,0,false,1,false,true,0,true,false,false,false,183,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/charsets/CharsetNative.kt
decode,public actual,,0,false,3,true,false,65,true,false,false,false,195,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/charsets/CharsetNative.kt
decode buffer,internal actual,,0,false,4,true,false,52,true,false,false,false,262,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/charsets/CharsetNative.kt
decode exact bytes,public actual,,0,false,2,true,false,68,true,false,false,false,316,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/charsets/CharsetNative.kt
join to,public actual suspend,,0,false,2,true,false,2,true,false,false,false,47,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/ByteChannelNative.kt
copy to,public actual suspend,,0,false,2,true,false,7,true,false,false,false,51,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/ByteChannelNative.kt
prevent freeze,public actual,,0,false,0,true,false,3,true,false,false,false,9,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/NativeUtilsNative.kt
make shared,public actual,,0,false,0,true,false,3,true,false,false,false,14,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/NativeUtilsNative.kt
print stack,public actual,,0,false,0,true,false,5,true,false,false,false,6,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/src/io/ktor/utils/io/ExceptionUtilsNative.kt
use,private inline,,0,false,1,true,false,7,false,true,false,false,289,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/test/io/ktor/utils/io/PosixIoTest.kt
make non blocking,private,,0,false,0,true,false,2,false,true,false,false,298,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/test/io/ktor/utils/io/PosixIoTest.kt
check error,internal,,0,false,1,false,true,4,false,true,false,false,307,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/test/io/ktor/utils/io/PosixIoTest.kt
check error,internal,,0,false,1,false,true,4,false,true,false,false,313,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/test/io/ktor/utils/io/PosixIoTest.kt
check error,internal,,0,false,1,false,true,9,false,true,false,false,321,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/posix/test/io/ktor/utils/io/PosixIoTest.kt
get,public inline operator,,0,false,1,false,true,3,true,false,false,false,80,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/common/src/io/ktor/utils/io/bits/Memory.kt
get,public inline operator,,0,false,1,false,true,3,true,false,false,false,85,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/common/src/io/ktor/utils/io/bits/Memory.kt
set,public inline operator,,0,false,2,false,true,3,true,false,false,false,90,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/common/src/io/ktor/utils/io/bits/Memory.kt
set,public inline operator,,0,false,2,false,true,3,true,false,false,false,95,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/common/src/io/ktor/utils/io/bits/Memory.kt
store at,public inline,,0,false,2,false,true,3,true,false,false,false,100,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/common/src/io/ktor/utils/io/bits/Memory.kt
store at,public inline,,0,false,2,false,true,3,true,false,false,false,105,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/common/src/io/ktor/utils/io/bits/Memory.kt
fill,public expect,,0,false,3,true,false,3,true,false,false,false,110,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/common/src/io/ktor/utils/io/bits/Memory.kt
fill,public expect,,0,false,3,true,false,3,true,false,false,false,115,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/common/src/io/ktor/utils/io/bits/Memory.kt
copy to,public,,0,false,3,true,false,6,true,false,false,false,120,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/common/src/io/ktor/utils/io/bits/Memory.kt
copy to,public expect,,0,false,4,true,false,4,true,false,false,false,128,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/common/src/io/ktor/utils/io/bits/Memory.kt
copy to,public,,0,false,3,true,false,6,true,false,false,false,134,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/common/src/io/ktor/utils/io/bits/Memory.kt
copy to,public expect,,0,false,4,true,false,4,true,false,false,false,142,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/common/src/io/ktor/utils/io/bits/Memory.kt
reverse byte order,public expect,,0,false,0,true,false,3,true,false,false,false,4,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/common/src/io/ktor/utils/io/bits/ByteOrder.kt
